Algorithm Data.
a,b,c,
1002.62,536.327,15.1602,-49.7012,9.28
1002.77,535.83,15.155,-49.7426,9.29
1002.93,535.333,15.1497,-49.784,9.3
1003.08,534.835,15.1444,-49.8252,9.31
1003.23,534.337,15.1392,-49.8664,9.32
1003.38,533.838,15.1339,-49.9075,9.33
1003.53,533.339,15.1287,-49.9485,9.34
1003.68,532.84,15.1234,-49.9894,9.35
1003.83,532.34,15.1182,-50.0302,9.36
1003.99,531.839,15.1129,-50.0709,9.37
1004.14,531.339,15.1077,-50.1115,9.38
1004.29,530.838,15.1024,-50.152,9.39
1004.44,530.336,15.0972,-50.1924,9.4
1004.59,529.834,15.092,-50.2327,9.41
1004.74,529.332,15.0868,-50.273,9.42
1004.89,528.829,15.0815,-50.3131,9.43
1005.04,528.326,15.0763,-50.3531,9.44
1005.19,527.822,15.0711,-50.3931,9.45
1005.34,527.319,15.0659,-50.433,9.46
1005.49,526.814,15.0607,-50.4727,9.47
1005.64,526.309,15.0555,-50.5124,9.48
1005.8,525.804,15.0503,-50.552,9.49
1005.95,525.299,15.0451,-50.5915,9.5
1006.1,524.793,15.0399,-50.6309,9.51
1006.25,524.287,15.0347,-50.6702,9.52
1006.4,523.78,15.0295,-50.7094,9.53
1006.55,523.273,15.0244,-50.7486,9.54
1006.7,522.765,15.0192,-50.7876,9.55
1006.85,522.257,15.014,-50.8266,9.56
1007,521.749,15.0089,-50.8654,9.57
1007.15,521.241,15.0037,-50.9042,9.58
1007.3,520.731,14.9985,-50.9429,9.59
1007.45,520.222,14.9934,-50.9814,9.6
1007.6,519.712,14.9882,-51.0199,9.61
1007.75,519.202,14.9831,-51.0584,9.62
1007.9,518.691,14.9779,-51.0967,9.63
1008.05,518.18,14.9728,-51.1349,9.64
1008.2,517.669,14.9676,-51.173,9.65
1008.35,517.157,14.9625,-51.2111,9.66
1008.5,516.645,14.9574,-51.249,9.67
1008.65,516.133,14.9522,-51.2869,9.68
1008.8,515.62,14.9471,-51.3247,9.69
1008.95,515.107,14.942,-51.3624,9.7
1009.09,514.593,14.9369,-51.4,9.71
1009.24,514.079,14.9317,-51.4375,9.72
1009.39,513.565,14.9266,-51.4749,9.73
1009.54,513.05,14.9215,-51.5123,9.74
1009.69,512.535,14.9164,-51.5495,9.75
1009.84,512.019,14.9113,-51.5867,9.76
1009.99,511.503,14.9062,-51.6237,9.77
1010.14,510.987,14.9011,-51.6607,9.78
1010.29,510.471,14.896,-51.6976,9.79
1010.44,509.954,14.8909,-51.7344,9.8
1010.59,509.436,14.8858,-51.7712,9.81
1010.73,508.919,14.8808,-51.8078,9.82
1010.88,508.4,14.8757,-51.8443,9.83
1011.03,507.882,14.8706,-51.8808,9.84
1011.18,507.363,14.8655,-51.9172,9.85
1011.33,506.844,14.8605,-51.9535,9.86
1011.48,506.325,14.8554,-51.9897,9.87
1011.63,505.805,14.8503,-52.0258,9.88
1011.78,505.284,14.8453,-52.0618,9.89
1011.92,504.764,14.8402,-52.0978,9.9
1012.07,504.243,14.8352,-52.1336,9.91
1012.22,503.721,14.8301,-52.1694,9.92
1012.37,503.2,14.8251,-52.2051,9.93
1012.52,502.678,14.8201,-52.2407,9.94
1012.67,502.155,14.815,-52.2762,9.95
1012.81,501.633,14.81,-52.3116,9.96
1012.96,501.109,14.805,-52.347,9.97
1013.11,500.586,14.7999,-52.3822,9.98
1013.26,500.062,14.7949,-52.4174,9.99
1013.41,499.538,14.7899,-52.4525,10
1013.55,499.013,14.7849,-52.4875,10.01
1013.7,498.489,14.7799,-52.5224,10.02
1013.85,497.963,14.7748,-52.5573,10.03
1014,497.438,14.7698,-52.592,10.04
1014.14,496.912,14.7648,-52.6267,10.05
1014.29,496.386,14.7598,-52.6613,10.06
1014.44,495.859,14.7548,-52.6958,10.07
1014.59,495.332,14.7498,-52.7302,10.08
1014.73,494.805,14.7449,-52.7645,10.09
1014.88,494.277,14.7399,-52.7988,10.1
1015.03,493.749,14.7349,-52.833,10.11
1015.18,493.221,14.7299,-52.867,10.12
1015.32,492.692,14.7249,-52.9011,10.13
1015.47,492.163,14.72,-52.935,10.14
1015.62,491.634,14.715,-52.9688,10.15
1015.77,491.104,14.71,-53.0026,10.16
1015.91,490.574,14.7051,-53.0363,10.17
1016.06,490.044,14.7001,-53.0698,10.18
1016.21,489.513,14.6952,-53.1034,10.19
1016.35,488.982,14.6902,-53.1368,10.2
1016.5,488.451,14.6853,-53.1701,10.21
1016.65,487.919,14.6803,-53.2034,10.22
1016.79,487.387,14.6754,-53.2366,10.23
1016.94,486.854,14.6704,-53.2697,10.24
1017.09,486.322,14.6655,-53.3027,10.25
1017.23,485.789,14.6606,-53.3357,10.26
1017.38,485.255,14.6556,-53.3685,10.27
1017.53,484.722,14.6507,-53.4013,10.28
1017.67,484.188,14.6458,-53.434,10.29
1017.82,483.653,14.6409,-53.4667,10.3
1017.97,483.119,14.6359,-53.4992,10.31
1018.11,482.584,14.631,-53.5317,10.32
1018.26,482.048,14.6261,-53.564,10.33
1018.41,481.513,14.6212,-53.5964,10.34
1018.55,480.977,14.6163,-53.6286,10.35
1018.7,480.44,14.6114,-53.6607,10.36
1018.84,479.904,14.6065,-53.6928,10.37
1018.99,479.367,14.6016,-53.7248,10.38
1019.14,478.83,14.5967,-53.7567,10.39
1019.28,478.292,14.5919,-53.7885,10.4
1019.43,477.754,14.587,-53.8203,10.41
1019.57,477.216,14.5821,-53.8519,10.42
1019.72,476.677,14.5772,-53.8835,10.43
1019.87,476.139,14.5723,-53.9151,10.44
1020.01,475.6,14.5675,-53.9465,10.45
1020.16,475.06,14.5626,-53.9779,10.46
1020.3,474.52,14.5577,-54.0091,10.47
1020.45,473.98,14.5529,-54.0403,10.48
1020.59,473.44,14.548,-54.0715,10.49
1020.74,472.899,14.5432,-54.1025,10.5
1020.89,472.358,14.5383,-54.1335,10.51
1021.03,471.817,14.5335,-54.1644,10.52
1021.18,471.275,14.5286,-54.1952,10.53
1021.32,470.733,14.5238,-54.226,10.54
1021.47,470.191,14.519,-54.2566,10.55
1021.61,469.648,14.5141,-54.2872,10.56
1021.76,469.105,14.5093,-54.3177,10.57
1021.9,468.562,14.5045,-54.3482,10.58
1022.05,468.019,14.4996,-54.3786,10.59
1022.19,467.475,14.4948,-54.4088,10.6
1022.34,466.931,14.49,-54.4391,10.61
1022.48,466.386,14.4852,-54.4692,10.62
1022.63,465.842,14.4804,-54.4993,10.63
1022.77,465.297,14.4756,-54.5292,10.64
1022.92,464.751,14.4708,-54.5592,10.65
1023.06,464.206,14.466,-54.589,10.66
1023.21,463.66,14.4612,-54.6188,10.67
1023.35,463.114,14.4564,-54.6484,10.68
1023.49,462.567,14.4516,-54.6781,10.69
1023.64,462.021,14.4468,-54.7076,10.7
1023.78,461.473,14.442,-54.7371,10.71
1023.93,460.926,14.4372,-54.7664,10.72
1024.07,460.378,14.4324,-54.7958,10.73
1024.22,459.83,14.4277,-54.825,10.74
1024.36,459.282,14.4229,-54.8542,10.75
1024.51,458.734,14.4181,-54.8833,10.76
1024.65,458.185,14.4133,-54.9123,10.77
1024.79,457.636,14.4086,-54.9413,10.78
1024.94,457.086,14.4038,-54.9701,10.79
1025.08,456.537,14.3991,-54.9989,10.8
1025.23,455.987,14.3943,-55.0277,10.81
1025.37,455.436,14.3896,-55.0563,10.82
1025.51,454.886,14.3848,-55.0849,10.83
1025.66,454.335,14.3801,-55.1134,10.84
1025.8,453.784,14.3753,-55.1419,10.85
1025.94,453.232,14.3706,-55.1702,10.86
1026.09,452.681,14.3658,-55.1985,10.87
1026.23,452.129,14.3611,-55.2268,10.88
1026.38,451.576,14.3564,-55.2549,10.89
1026.52,451.024,14.3517,-55.283,10.9
1026.66,450.471,14.3469,-55.311,10.91
1026.81,449.918,14.3422,-55.339,10.92
1026.95,449.365,14.3375,-55.3668,10.93
1027.09,448.811,14.3328,-55.3946,10.94
1027.24,448.257,14.3281,-55.4224,10.95
1027.38,447.703,14.3234,-55.45,10.96
1027.52,447.148,14.3187,-55.4776,10.97
1027.67,446.593,14.314,-55.5051,10.98
1027.81,446.038,14.3093,-55.5326,10.99
1027.95,445.483,14.3046,-55.56,11
1028.1,444.927,14.2999,-55.5873,11.01
1028.24,444.372,14.2952,-55.6145,11.02
1028.38,443.815,14.2905,-55.6417,11.03
1028.52,443.259,14.2858,-55.6688,11.04
1028.67,442.702,14.2811,-55.6958,11.05
1028.81,442.145,14.2765,-55.7228,11.06
1028.95,441.588,14.2718,-55.7497,11.07
1029.1,441.031,14.2671,-55.7765,11.08
1029.24,440.473,14.2624,-55.8033,11.09
1029.38,439.915,14.2578,-55.83,11.1
1029.52,439.357,14.2531,-55.8566,11.11
1029.67,438.798,14.2485,-55.8831,11.12
1029.81,438.239,14.2438,-55.9096,11.13
1029.95,437.68,14.2391,-55.936,11.14
1030.09,437.121,14.2345,-55.9624,11.15
1030.24,436.561,14.2298,-55.9887,11.16
1030.38,436.001,14.2252,-56.0149,11.17
1030.52,435.441,14.2206,-56.041,11.18
1030.66,434.881,14.2159,-56.0671,11.19
1030.8,434.32,14.2113,-56.0931,11.2
1030.95,433.759,14.2067,-56.1191,11.21
1031.09,433.198,14.202,-56.1449,11.22
1031.23,432.636,14.1974,-56.1707,11.23
1031.37,432.075,14.1928,-56.1965,11.24
1031.51,431.513,14.1882,-56.2222,11.25
1031.66,430.951,14.1835,-56.2478,11.26
1031.8,430.388,14.1789,-56.2733,11.27
1031.94,429.825,14.1743,-56.2988,11.28
1032.08,429.262,14.1697,-56.3242,11.29
1032.22,428.699,14.1651,-56.3496,11.3
1032.37,428.136,14.1605,-56.3749,11.31
1032.51,427.572,14.1559,-56.4001,11.32
1032.65,427.008,14.1513,-56.4252,11.33
1032.79,426.444,14.1467,-56.4503,11.34
1032.93,425.879,14.1421,-56.4753,11.35
1033.07,425.314,14.1375,-56.5003,11.36
1033.21,424.749,14.133,-56.5252,11.37
1033.36,424.184,14.1284,-56.55,11.38
1033.5,423.619,14.1238,-56.5748,11.39
1033.64,423.053,14.1192,-56.5995,11.4
1033.78,422.487,14.1147,-56.6241,11.41
1033.92,421.921,14.1101,-56.6487,11.42
1034.06,421.354,14.1055,-56.6732,11.43
1034.2,420.787,14.101,-56.6976,11.44
1034.34,420.22,14.0964,-56.722,11.45
1034.48,419.653,14.0918,-56.7463,11.46
1034.63,419.086,14.0873,-56.7706,11.47
1034.77,418.518,14.0827,-56.7948,11.48
1034.91,417.95,14.0782,-56.8189,11.49
1035.05,417.382,14.0737,-56.843,11.5
1035.19,416.813,14.0691,-56.867,11.51
1035.33,416.245,14.0646,-56.8909,11.52
1035.47,415.676,14.06,-56.9148,11.53
1035.61,415.107,14.0555,-56.9386,11.54
1035.75,414.537,14.051,-56.9624,11.55
1035.89,413.968,14.0464,-56.9861,11.56
1036.03,413.398,14.0419,-57.0097,11.57
1036.17,412.828,14.0374,-57.0333,11.58
1036.31,412.257,14.0329,-57.0568,11.59
1036.45,411.687,14.0284,-57.0802,11.6
1036.59,411.116,14.0238,-57.1036,11.61
1036.73,410.545,14.0193,-57.1269,11.62
1036.87,409.974,14.0148,-57.1502,11.63
1037.01,409.402,14.0103,-57.1734,11.64
1037.15,408.83,14.0058,-57.1965,11.65
1037.29,408.259,14.0013,-57.2196,11.66
1037.43,407.686,13.9968,-57.2426,11.67
1037.57,407.114,13.9923,-57.2656,11.68
1037.71,406.541,13.9878,-57.2885,11.69
1037.85,405.968,13.9834,-57.3113,11.7
1037.99,405.395,13.9789,-57.3341,11.71
1038.13,404.822,13.9744,-57.3568,11.72
1038.27,404.248,13.9699,-57.3795,11.73
1038.41,403.675,13.9654,-57.402,11.74
1038.55,403.101,13.961,-57.4246,11.75
1038.69,402.526,13.9565,-57.4471,11.76
1038.83,401.952,13.952,-57.4695,11.77
1038.97,401.377,13.9476,-57.4918,11.78
1039.11,400.802,13.9431,-57.5141,11.79
1039.25,400.227,13.9386,-57.5364,11.8
1039.39,399.652,13.9342,-57.5586,11.81
1039.53,399.076,13.9297,-57.5807,11.82
1039.67,398.5,13.9253,-57.6028,11.83
1039.81,397.924,13.9208,-57.6248,11.84
1039.95,397.348,13.9164,-57.6467,11.85
1040.09,396.772,13.912,-57.6686,11.86
1040.23,396.195,13.9075,-57.6905,11.87
1040.36,395.618,13.9031,-57.7122,11.88
1040.5,395.041,13.8987,-57.7339,11.89
1040.64,394.464,13.8942,-57.7556,11.9
1040.78,393.886,13.8898,-57.7772,11.91
1040.92,393.308,13.8854,-57.7988,11.92
1041.06,392.73,13.881,-57.8203,11.93
1041.2,392.152,13.8765,-57.8417,11.94
1041.34,391.574,13.8721,-57.8631,11.95
1041.48,390.995,13.8677,-57.8844,11.96
1041.61,390.416,13.8633,-57.9056,11.97
1041.75,389.837,13.8589,-57.9269,11.98
1041.89,389.258,13.8545,-57.948,11.99
1042.03,388.678,13.8501,-57.9691,12
1042.17,388.099,13.8457,-57.9901,12.01
1042.31,387.519,13.8413,-58.0111,12.02
1042.45,386.939,13.8369,-58.032,12.03
1042.58,386.358,13.8325,-58.0529,12.04
1042.72,385.778,13.8281,-58.0737,12.05
1042.86,385.197,13.8237,-58.0945,12.06
1043,384.616,13.8193,-58.1152,12.07
1043.14,384.035,13.815,-58.1358,12.08
1043.27,383.454,13.8106,-58.1564,12.09
1043.41,382.872,13.8062,-58.177,12.1
1043.55,382.29,13.8018,-58.1975,12.11
1043.69,381.708,13.7975,-58.2179,12.12
1043.83,381.126,13.7931,-58.2383,12.13
1043.96,380.544,13.7887,-58.2586,12.14
1044.1,379.961,13.7844,-58.2788,12.15
1044.24,379.378,13.78,-58.2991,12.16
1044.38,378.795,13.7757,-58.3192,12.17
1044.52,378.212,13.7713,-58.3393,12.18
1044.65,377.629,13.767,-58.3594,12.19
1044.79,377.045,13.7626,-58.3794,12.2
1044.93,376.461,13.7583,-58.3993,12.21
1045.07,375.877,13.7539,-58.4192,12.22
1045.2,375.293,13.7496,-58.439,12.23
1045.34,374.709,13.7453,-58.4588,12.24
1045.48,374.124,13.7409,-58.4786,12.25
1045.62,373.539,13.7366,-58.4982,12.26
1045.75,372.954,13.7323,-58.5179,12.27
1045.89,372.369,13.728,-58.5374,12.28
1046.03,371.784,13.7236,-58.5569,12.29
1046.17,371.198,13.7193,-58.5764,12.3
1046.3,370.613,13.715,-58.5958,12.31
1046.44,370.027,13.7107,-58.6152,12.32
1046.58,369.44,13.7064,-58.6345,12.33
1046.71,368.854,13.7021,-58.6538,12.34
1046.85,368.268,13.6978,-58.673,12.35
1046.99,367.681,13.6935,-58.6921,12.36
1047.13,367.094,13.6892,-58.7112,12.37
1047.26,366.507,13.6849,-58.7303,12.38
1047.4,365.919,13.6806,-58.7493,12.39
1047.54,365.332,13.6763,-58.7682,12.4
1047.67,364.744,13.672,-58.7871,12.41
1047.81,364.156,13.6677,-58.806,12.42
1047.95,363.568,13.6634,-58.8248,12.43
1048.08,362.98,13.6591,-58.8435,12.44
1048.22,362.392,13.6549,-58.8622,12.45
1048.36,361.803,13.6506,-58.8809,12.46
1048.49,361.214,13.6463,-58.8994,12.47
1048.63,360.625,13.642,-58.918,12.48
1048.76,360.036,13.6378,-58.9365,12.49
1048.9,359.447,13.6335,-58.9549,12.5
1049.04,358.857,13.6292,-58.9733,12.51
1049.17,358.267,13.625,-58.9917,12.52
1049.31,357.677,13.6207,-59.01,12.53
1049.45,357.087,13.6165,-59.0282,12.54
1049.58,356.497,13.6122,-59.0464,12.55
1049.72,355.907,13.608,-59.0646,12.56
1049.85,355.316,13.6037,-59.0827,12.57
1049.99,354.725,13.5995,-59.1007,12.58
1050.13,354.134,13.5952,-59.1187,12.59
1050.26,353.543,13.591,-59.1367,12.6
1050.4,352.952,13.5868,-59.1546,12.61
1050.53,352.36,13.5825,-59.1724,12.62
1050.67,351.768,13.5783,-59.1902,12.63
1050.81,351.176,13.5741,-59.208,12.64
1050.94,350.584,13.5698,-59.2257,12.65
1051.08,349.992,13.5656,-59.2433,12.66
1051.21,349.4,13.5614,-59.261,12.67
1051.35,348.807,13.5572,-59.2785,12.68
1051.48,348.214,13.553,-59.296,12.69
1051.62,347.621,13.5488,-59.3135,12.7
1051.76,347.028,13.5445,-59.3309,12.71
1051.89,346.435,13.5403,-59.3483,12.72
1052.03,345.841,13.5361,-59.3656,12.73
1052.16,345.248,13.5319,-59.3829,12.74
1052.3,344.654,13.5277,-59.4001,12.75
1052.43,344.06,13.5235,-59.4173,12.76
1052.57,343.466,13.5193,-59.4345,12.77
1052.7,342.871,13.5152,-59.4516,12.78
1052.84,342.277,13.511,-59.4686,12.79
1052.97,341.682,13.5068,-59.4856,12.8
1053.11,341.087,13.5026,-59.5026,12.81
1053.24,340.492,13.4984,-59.5195,12.82
1053.38,339.897,13.4942,-59.5363,12.83
1053.51,339.302,13.4901,-59.5531,12.84
1053.65,338.706,13.4859,-59.5699,12.85
1053.78,338.111,13.4817,-59.5866,12.86
1053.92,337.515,13.4775,-59.6033,12.87
1054.05,336.919,13.4734,-59.6199,12.88
1054.19,336.322,13.4692,-59.6365,12.89
1054.32,335.726,13.4651,-59.6531,12.9
1054.46,335.13,13.4609,-59.6696,12.91
1054.59,334.533,13.4567,-59.686,12.92
1054.73,333.936,13.4526,-59.7024,12.93
1054.86,333.339,13.4484,-59.7188,12.94
1054.99,332.742,13.4443,-59.7351,12.95
1055.13,332.144,13.4401,-59.7514,12.96
1055.26,331.547,13.436,-59.7676,12.97
1055.4,330.949,13.4319,-59.7838,12.98
1055.53,330.351,13.4277,-59.7999,12.99
1055.67,329.753,13.4236,-59.816,13
1055.8,329.155,13.4195,-59.8321,13.01
1055.93,328.557,13.4153,-59.8481,13.02
1056.07,327.958,13.4112,-59.864,13.03
1056.2,327.36,13.4071,-59.8799,13.04
1056.34,326.761,13.403,-59.8958,13.05
1056.47,326.162,13.3988,-59.9116,13.06
1056.61,325.563,13.3947,-59.9274,13.07
1056.74,324.964,13.3906,-59.9432,13.08
1056.87,324.364,13.3865,-59.9589,13.09
1057.01,323.765,13.3824,-59.9745,13.1
1057.14,323.165,13.3783,-59.9901,13.11
1057.27,322.565,13.3742,-60.0057,13.12
1057.41,321.965,13.3701,-60.0212,13.13
1057.54,321.365,13.366,-60.0367,13.14
1057.68,320.764,13.3619,-60.0522,13.15
1057.81,320.164,13.3578,-60.0676,13.16
1057.94,319.563,13.3537,-60.0829,13.17
1058.08,318.962,13.3496,-60.0982,13.18
1058.21,318.361,13.3455,-60.1135,13.19
1058.34,317.76,13.3414,-60.1287,13.2
1058.48,317.159,13.3373,-60.1439,13.21
1058.61,316.557,13.3333,-60.1591,13.22
1058.74,315.956,13.3292,-60.1742,13.23
1058.88,315.354,13.3251,-60.1892,13.24
1059.01,314.752,13.321,-60.2043,13.25
1059.14,314.15,13.317,-60.2193,13.26
1059.28,313.548,13.3129,-60.2342,13.27
1059.41,312.946,13.3088,-60.2491,13.28
1059.54,312.343,13.3048,-60.2639,13.29
1059.68,311.741,13.3007,-60.2788,13.3
1059.81,311.138,13.2967,-60.2935,13.31
1059.94,310.535,13.2926,-60.3083,13.32
1060.07,309.932,13.2886,-60.323,13.33
1060.21,309.328,13.2845,-60.3376,13.34
1060.34,308.725,13.2805,-60.3522,13.35
1060.47,308.122,13.2764,-60.3668,13.36
1060.61,307.518,13.2724,-60.3813,13.37
1060.74,306.914,13.2683,-60.3958,13.38
1060.87,306.31,13.2643,-60.4103,13.39
1061,305.706,13.2603,-60.4247,13.4
1061.14,305.102,13.2562,-60.4391,13.41
1061.27,304.497,13.2522,-60.4534,13.42
1061.4,303.893,13.2482,-60.4677,13.43
1061.53,303.288,13.2441,-60.4819,13.44
1061.67,302.683,13.2401,-60.4961,13.45
1061.8,302.078,13.2361,-60.5103,13.46
1061.93,301.473,13.2321,-60.5244,13.47
1062.06,300.868,13.2281,-60.5385,13.48
1062.2,300.263,13.2241,-60.5526,13.49
1062.33,299.657,13.2201,-60.5666,13.5
1062.46,299.051,13.216,-60.5806,13.51
1062.59,298.446,13.212,-60.5945,13.52
1062.72,297.84,13.208,-60.6084,13.53
1062.86,297.234,13.204,-60.6223,13.54
1062.99,296.627,13.2,-60.6361,13.55
1063.12,296.021,13.196,-60.6499,13.56
1063.25,295.415,13.192,-60.6636,13.57
1063.38,294.808,13.1881,-60.6773,13.58
1063.52,294.201,13.1841,-60.691,13.59
1063.65,293.594,13.1801,-60.7046,13.6
1063.78,292.987,13.1761,-60.7182,13.61
1063.91,292.38,13.1721,-60.7318,13.62
1064.04,291.773,13.1681,-60.7453,13.63
1064.18,291.165,13.1642,-60.7588,13.64
1064.31,290.558,13.1602,-60.7722,13.65
1064.44,289.95,13.1562,-60.7856,13.66
1064.57,289.342,13.1522,-60.799,13.67
1064.7,288.734,13.1483,-60.8123,13.68
1064.83,288.126,13.1443,-60.8256,13.69
1064.96,287.518,13.1404,-60.8389,13.7
1065.1,286.909,13.1364,-60.8521,13.71
1065.23,286.301,13.1324,-60.8653,13.72
1065.36,285.692,13.1285,-60.8784,13.73
1065.49,285.083,13.1245,-60.8915,13.74
1065.62,284.474,13.1206,-60.9046,13.75
1065.75,283.865,13.1166,-60.9176,13.76
1065.88,283.256,13.1127,-60.9306,13.77
1066.01,282.647,13.1087,-60.9436,13.78
1066.15,282.037,13.1048,-60.9565,13.79
1066.28,281.428,13.1009,-60.9694,13.8
1066.41,280.818,13.0969,-60.9823,13.81
1066.54,280.208,13.093,-60.9951,13.82
1066.67,279.598,13.0891,-61.0079,13.83
1066.8,278.988,13.0851,-61.0206,13.84
1066.93,278.378,13.0812,-61.0333,13.85
1067.06,277.768,13.0773,-61.046,13.86
1067.19,277.157,13.0734,-61.0587,13.87
1067.32,276.547,13.0694,-61.0713,13.88
1067.45,275.936,13.0655,-61.0838,13.89
1067.59,275.325,13.0616,-61.0964,13.9
1067.72,274.714,13.0577,-61.1089,13.91
1067.85,274.103,13.0538,-61.1213,13.92
1067.98,273.492,13.0499,-61.1338,13.93
1068.11,272.881,13.046,-61.1461,13.94
1068.24,272.269,13.0421,-61.1585,13.95
1068.37,271.658,13.0382,-61.1708,13.96
1068.5,271.046,13.0343,-61.1831,13.97
1068.63,270.434,13.0304,-61.1954,13.98
1068.76,269.822,13.0265,-61.2076,13.99
1068.89,269.21,13.0226,-61.2198,14
1069.02,268.598,13.0187,-61.2319,14.01
1069.15,267.986,13.0148,-61.2441,14.02
1069.28,267.373,13.0109,-61.2561,14.03
1069.41,266.761,13.007,-61.2682,14.04
1069.54,266.148,13.0032,-61.2802,14.05
1069.67,265.535,12.9993,-61.2922,14.06
1069.8,264.922,12.9954,-61.3041,14.07
1069.93,264.309,12.9915,-61.3161,14.08
1070.06,263.696,12.9877,-61.3279,14.09
1070.19,263.083,12.9838,-61.3398,14.1
1070.32,262.469,12.9799,-61.3516,14.11
1070.45,261.856,12.9761,-61.3634,14.12
1070.58,261.242,12.9722,-61.3751,14.13
1070.71,260.628,12.9684,-61.3869,14.14
1070.84,260.014,12.9645,-61.3985,14.15
1070.97,259.4,12.9606,-61.4102,14.16
1071.1,258.786,12.9568,-61.4218,14.17
1071.23,258.172,12.9529,-61.4334,14.18
1071.36,257.558,12.9491,-61.4449,14.19
1071.49,256.943,12.9452,-61.4565,14.2
1071.62,256.329,12.9414,-61.4679,14.21
1071.75,255.714,12.9376,-61.4794,14.22
1071.87,255.099,12.9337,-61.4908,14.23
1072,254.484,12.9299,-61.5022,14.24
1072.13,253.869,12.9261,-61.5136,14.25
1072.26,253.254,12.9222,-61.5249,14.26
1072.39,252.639,12.9184,-61.5362,14.27
1072.52,252.024,12.9146,-61.5475,14.28
1072.65,251.408,12.9107,-61.5587,14.29
1072.78,250.793,12.9069,-61.5699,14.3
1072.91,250.177,12.9031,-61.581,14.31
1073.04,249.561,12.8993,-61.5922,14.32
1073.17,248.945,12.8955,-61.6033,14.33
1073.3,248.329,12.8917,-61.6144,14.34
1073.42,247.713,12.8878,-61.6254,14.35
1073.55,247.097,12.884,-61.6364,14.36
1073.68,246.48,12.8802,-61.6474,14.37
1073.81,245.864,12.8764,-61.6583,14.38
1073.94,245.247,12.8726,-61.6693,14.39
1074.07,244.631,12.8688,-61.6801,14.4
1074.2,244.014,12.865,-61.691,14.41
1074.33,243.397,12.8612,-61.7018,14.42
1074.45,242.78,12.8574,-61.7126,14.43
1074.58,242.163,12.8536,-61.7234,14.44
1074.71,241.546,12.8499,-61.7341,14.45
1074.84,240.928,12.8461,-61.7448,14.46
1074.97,240.311,12.8423,-61.7555,14.47
1075.1,239.693,12.8385,-61.7661,14.48
1075.23,239.076,12.8347,-61.7767,14.49
1075.35,238.458,12.8309,-61.7873,14.5
1075.48,237.84,12.8272,-61.7979,14.51
1075.61,237.222,12.8234,-61.8084,14.52
1075.74,236.604,12.8196,-61.8189,14.53
1075.87,235.986,12.8159,-61.8294,14.54
1075.99,235.367,12.8121,-61.8398,14.55
1076.12,234.749,12.8083,-61.8502,14.56
1076.25,234.13,12.8046,-61.8606,14.57
1076.38,233.512,12.8008,-61.8709,14.58
1076.51,232.893,12.797,-61.8812,14.59
1076.63,232.274,12.7933,-61.8915,14.6
1076.76,231.655,12.7895,-61.9018,14.61
1076.89,231.036,12.7858,-61.912,14.62
1077.02,230.417,12.782,-61.9222,14.63
1077.15,229.798,12.7783,-61.9324,14.64
1077.27,229.179,12.7745,-61.9425,14.65
1077.4,228.559,12.7708,-61.9526,14.66
1077.53,227.94,12.7671,-61.9627,14.67
1077.66,227.32,12.7633,-61.9727,14.68
1077.79,226.7,12.7596,-61.9828,14.69
1077.91,226.081,12.7559,-61.9928,14.7
1078.04,225.461,12.7521,-62.0027,14.71
1078.17,224.841,12.7484,-62.0127,14.72
1078.3,224.22,12.7447,-62.0226,14.73
1078.42,223.6,12.7409,-62.0325,14.74
1078.55,222.98,12.7372,-62.0423,14.75
1078.68,222.36,12.7335,-62.0522,14.76
1078.8,221.739,12.7298,-62.062,14.77
1078.93,221.118,12.7261,-62.0717,14.78
1079.06,220.498,12.7224,-62.0815,14.79
1079.19,219.877,12.7186,-62.0912,14.8
1079.31,219.256,12.7149,-62.1009,14.81
1079.44,218.635,12.7112,-62.1105,14.82
1079.57,218.014,12.7075,-62.1202,14.83
1079.7,217.393,12.7038,-62.1298,14.84
1079.82,216.771,12.7001,-62.1394,14.85
1079.95,216.15,12.6964,-62.1489,14.86
1080.08,215.528,12.6927,-62.1584,14.87
1080.2,214.907,12.689,-62.1679,14.88
1080.33,214.285,12.6853,-62.1774,14.89
1080.46,213.663,12.6816,-62.1868,14.9
1080.58,213.042,12.678,-62.1963,14.91
1080.71,212.42,12.6743,-62.2056,14.92
1080.84,211.798,12.6706,-62.215,14.93
1080.96,211.175,12.6669,-62.2243,14.94
1081.09,210.553,12.6632,-62.2337,14.95
1081.22,209.931,12.6595,-62.2429,14.96
1081.34,209.308,12.6559,-62.2522,14.97
1081.47,208.686,12.6522,-62.2614,14.98
1081.6,208.063,12.6485,-62.2706,14.99
1081.72,207.441,12.6449,-62.2798,15
1081.85,206.818,12.6412,-62.289,15.01
1081.98,206.195,12.6375,-62.2981,15.02
1082.1,205.572,12.6339,-62.3072,15.03
